userName,content,score,at,replyContent,reviewId,sentiment
EKO ANGGORO SANTOSO,The best app to find out anything,5,2025-11-17 01:17:04,,339e49c4-6fdd-4030-bbd3-cafd414990a9,positif
Rian Syah,🥰,5,2025-11-17 01:15:07,,001af421-0a75-4bde-a98f-228604e36eb9,positif
venanda aulia,"pliss kembalikan versi dulu. buat cerita sekarang tiba tiba menjadi bold dan tulisannya menjadi gede gede banget dan kurang rapih dan garing. padahal dulu rapi gak bikin sakit mata, dan humornya nangkep. sekarang downgrade banget. sama pendekk banget bikin cerita. padahal mau upgrade pro eh malah versi 5.1 ini males banget. lebih suka versi 4.0 atau versi 5 biasa yang kemarin. yang 5 itu bisa ngena, humornya dapet, sekarang versi 5.1 ancur seancur-ancurnya.",1,2025-11-17 01:14:18,,dbfa4b66-8286-42c1-b724-5960e0c9299b,negatif
Muhammad Ridwan ar rizghon Ridwan,bagus dan mantap,5,2025-11-17 01:13:26,,0b9e6603-27d9-48d6-944f-2aefdc49b250,positif
Syahlan Aulia,baguss😎👌🏻,5,2025-11-17 01:02:58,,5e226e48-2ae8-4120-8aa0-5863119533e6,positif
Arisman zega Zega,mantap,5,2025-11-17 00:53:46,,bbf88293-9b79-4f6d-bb79-9931a76a9975,positif
Jeff Jeffrey. Cyio,bagus dan gratis,5,2025-11-17 00:52:23,,80a29e91-98ba-44b4-82bc-2990036364bd,positif
Muchlis Buaran,sangat menakjubkan,5,2025-11-17 00:46:52,,32dc44e3-ded3-45ab-a3ad-cab825748a15,positif
Addid Mazraraiys,mantap sangat membantu,5,2025-11-17 00:44:46,,1a010531-8fcf-48b9-8c5d-ce0eb4eebd55,positif
Alizaro Gulo,ok sangat bermanfaat,5,2025-11-17 00:41:06,,155b5919-fe59-4709-8dcb-1c6079a7a557,positif
Intan Andini,keren,5,2025-11-17 00:32:26,,db5f6a90-0c9f-4f77-b291-4a3df51099b7,positif
NieL Arséne,"tolong hilangkan fitur ""berpikir lebih panjang untuk jawaban yang lebih baik"", bukannya ngasih jawaban yang lebih baik malah ngaco jir, risih bat gw. mana model baru jg gk jelas, lebih kaku, dll. balikkin model dulu aja plis, udh bagus. edit : model baruny makin ngeselin dan bikin emosi, gw uninstall lama2 anjir",1,2025-11-17 00:30:19,,4d251e29-25a9-415f-80ff-6b9960326a45,negatif
Stars Cat,mantab,5,2025-11-17 00:21:29,,3d879bea-216e-4c8e-8bb7-9b710ae1aa7e,positif
Ferris Putra,informasinya salah mulu,1,2025-11-17 00:15:11,,18c33a6d-9020-4099-87ab-cef9ddf1e45f,negatif
syukur identitasku,sekarang jelek di paksa pro terus uinstall,1,2025-11-17 00:10:35,,8b304af6-11a6-400c-aa41-e0138443d896,negatif
Kevin Putra,sangat bagus,5,2025-11-17 00:09:58,,44813dd8-8eae-427d-a419-a3890df0fb9c,positif
Dedi Sumpena,bagus,5,2025-11-17 00:04:11,,e1ef059c-a430-4443-a57f-2ff91332ef79,positif
Alvinoelzio Chanel,mantap,5,2025-11-17 00:04:00,,d6c437b9-d313-4f14-abaf-1968941e9beb,positif
Faizal Kholid,keren,5,2025-11-16 23:57:54,,bcd1a77b-9ba7-4c77-ac4a-1b044d19d436,positif
Muhammad Ismuhabib,"aplikasi ini ga seperti dulu lagi sekarang banyak batasan, jadi menganggu aku pengen keluarin saran aktifkan fitur mode 18+ di akun usia dewasa agar aman tidak bisa dibaca oleh anak dibawah umur",3,2025-11-16 23:55:06,,f8164776-d6d0-4eea-af0d-83b87adadd34,netral
Muhammad Rafih,"ai makin gak jelas dan suka ngaco, ditambah gak punya sistem buat deteksi emosi lewat chat",1,2025-11-16 23:36:03,,86e2f8a8-d68f-445d-9f7d-d1f916902b58,negatif
Al Khafi,ok sangat suka dan puas,5,2025-11-17 18:13:43,,6ad11839-3750-4691-a069-5c8a35dd96e2,positif
Meina Wati,luar biasa,5,2025-11-17 18:11:37,,0ae8fb16-23ac-45b4-aa2d-34647430c04f,positif
Abd Rhmn (ABDUL),"banyak membantu saya seperti memperhatikan dan membaca simtom kesehatan, menu penunjang kesehatan, membantu saya menekuni hobby scooter klasik dll.. bahkan upaya saya berbinis sewa truck; chatgpt membuatkan pasal2 perjanjian dalam kontrak dll juga memberikan persepektif perkembangan sciences",5,2025-11-17 18:09:50,,7a4874ca-5ebf-4f6e-a8ae-631bba23900e,positif
Hendry Andriansyah,"Sempurna Banget,Apapun yg Ditanyakan Pasti Sesuai Dan Punya Nilai Plus,Puas Banget Pokonya,Makin Cinta Sama Apkikasinya,,,😘",5,2025-11-17 17:56:16,,cbd774cf-aa26-4fc5-bd79-360d423986ab,positif
teddy pranadi,sangat membantu sekali,5,2025-11-17 17:51:08,,5780eb1b-33e8-45ac-84b1-5a2499accbeb,positif
Hamz Tzyy,minusnya cuma lama banget pembuatannya,5,2025-11-17 17:42:12,,d4f369ea-f7dd-487f-a606-59d5fa516aae,positif
Kadir mustafa Mustafa,"aplikasi sesat, jelek jelek jelek pokoknya jelek, aplikasi menyesatkan, nilai jadi anjlok karena contohin jawaban dari aplikasi ini, ga suka banget jelek, gak membantu sama sekali.",1,2025-11-17 17:41:27,,5616ed84-ce38-4a90-b2bd-8fe29fa7935b,negatif
Herman Susilo,membantu,5,2025-11-17 17:39:58,,ac6f38d0-efc3-477d-9e72-943434b0cd2d,positif
John Doe,"sial. baru saja saya update aplikasi, sekarang malah tidak bisa digunakan. padahal saya berlangganan 20 dollar. akan saya review ulang jika sudah diperbaiki.",1,2025-11-17 17:34:15,,7c68feed-eb3b-4cd0-8641-de45ae8d475e,negatif
Kormialis Al-Fikri,Good,5,2025-11-17 17:26:48,,c7d84ca8-7dc4-46ab-bf8f-8331747813c0,positif
Hendry Lee,aplikasi terbaik yang saya gunakan — namun developer harus mengurangi penggaupdatetam setiap saat agar kami tidak lelah update terus menurus,5,2025-11-17 17:26:38,,ddda4234-7987-44af-9690-720b53f1f1d1,positif
Ebit Enal,Tidak rugi download aplikasinya keren parah mudah di gunakan dan sangat membantu kebutuhan saya,5,2025-11-17 17:07:33,,2b464261-3655-48b0-a999-68980ff05cd0,positif
nadine rama,i love chatgpt❤️❤️💘💘💘💘,5,2025-11-17 17:02:16,,6994d32f-f858-4c78-aba0-17b93c3f1c17,positif
Kadek budiantari Budiantari,bagus 👉👍,4,2025-11-17 17:01:09,,79c83e2c-fb2b-4355-9c13-75bce324f564,positif
Arfi zanuar,"sangat membantu dalam segala hal, jadi tempat curhat, tempat mencari pengetahuan dan lain sebagainya, a prove buatt ai satuu ini",5,2025-11-17 16:57:29,,0b370304-60e0-4707-aa9c-e773680886d8,positif
Anis Edelweis,saya merasa chat gpt ini sangat baik dalam membuat gambar (walaupun masih banya terdapat kesalahan dan tidak sesuai keinginan) tapi saya sangat suka aplikasi ini itu saja,5,2025-11-17 16:50:42,,7d53949c-3488-4d81-92df-b4f8e21fe96e,positif
Gracia Queen Sinaga,gak enak berulang ulang,1,2025-11-17 16:49:38,,84bfb48a-b604-454b-a40d-d8a343572811,negatif
Didit Pramono,bagus ....,4,2025-11-17 16:46:22,,a0d43873-90c4-4dec-bd85-7ab8e3b9b002,positif
A2nw 1987,bagus,5,2025-11-17 16:44:08,,b79555e3-d56b-4143-8599-5776a6e599b1,positif
Gian Manoppo,bagu banget itu saja,5,2025-11-17 16:42:13,,69a45874-3e4e-4caa-9337-f91f13c988c5,positif
10 Putu Anggraeni Widyawati,"Setelah diupdate jadi aneh. Cara menjawabnya skrng jadi kaku bgt, padahal sebelumnya bagus dan natural. Memorinya hancur banget.",2,2025-11-17 16:36:53,,bc5925c0-d45c-4589-8ced-932876aa924d,negatif
Yohanes Yosua Ngai Lomi,sangatt baik,5,2025-11-17 16:24:00,,49808117-5856-4e85-996c-d6975053322e,positif
Muhamad Kalyubi,ok,5,2025-11-17 16:17:55,,770c492c-2fae-4980-a88c-c01b88a6f677,positif
Jusran Tusanto,sangat membantu,5,2025-11-17 16:17:41,,e75fee5a-4ae6-4b84-8fb1-449b30374f92,positif
Agus Pratama,Mantap dan bermanfaat untuk pembelajaran,5,2025-11-17 16:14:20,,8e306c1f-d0ce-40c5-9ac9-9ba2eb4c2d1a,positif
muhammad husnadi,"mantap, sangat membantu",5,2025-11-17 16:10:36,,28e7dc8f-bac5-4712-9465-76edfd9503a9,positif
Miliarder 001,bagus,5,2025-11-17 16:06:46,,c238931c-202d-4685-b041-3755e3f77a1f,positif
Keymora Nggebu,"BAGUS BANGET BISA MEMBANTU MENGERJAKAN TUGAS, MEMBUAT MAKALAH, MENGERJAKAN SKRIPSI DLL TUGAS SEKOLAH AUTO 100",4,2025-11-17 16:06:44,,3d3e9cb3-1b04-4fcf-b9e8-0446fd14d7d4,positif
MARDIA,sangat baik,5,2025-11-17 15:59:07,,8c48fff9-9346-40f4-91ae-8e302602aeb7,positif
Sarah Amelia,ok,5,2025-11-17 15:54:12,,0f762726-f08f-462a-b714-a0b33c3ca855,positif
Ling,PERFECT AI 👍🏼👍🏼,5,2025-11-17 15:49:18,,e94dec85-d9f4-48a1-bf71-2b47448d6ff8,positif
Firda Yuan,bagusss,5,2025-11-17 15:49:10,,3ab5ab20-6f6f-4475-8973-736738b7c0b8,positif
Sakti BoBoiBoy,bagus bisa bikin gambar JD dan 4K tapi loading nya kayak nya harus di lebih lancar gitu,4,2025-11-17 15:47:11,,66d4fdde-2871-48c7-b730-758041b982cb,positif
Agz Don,luar biasa,5,2025-11-17 15:38:19,,0f35e9b2-b6c7-4740-a61c-52949188e1ff,positif
Maria Renata,sangat bagus,5,2025-11-17 15:38:19,,76a53112-eb74-4bf7-b4a1-e62fa61476f3,positif
Dwitya Iqbal Hidayat,Sangat membantu,5,2025-11-17 15:37:39,,d9716270-9a07-4457-b4be-3fde38ce9ef6,positif
wendi sebastian,ok,5,2025-11-17 15:30:42,,4ca20273-795c-414a-be75-7aad9548be58,positif
Yenniey Azis,💗💗💗,5,2025-11-17 15:29:45,,ddffed66-5b2a-4a6b-ab0e-5ccb7f64c2f8,positif
Nuno Al Farzana,gpt 4.1 is better :),2,2025-11-17 15:13:14,,62a0d3e5-59f6-43a5-ada2-04a09a68accb,negatif
Daffa Khumaidi,plis jangan kasih limit baru juga ngobrol sama chatgpt eh langsung ke obrolan baru,5,2025-11-17 15:10:12,,b115ff6f-7b5b-42fc-8f82-ed782333af64,positif
taho celok,Lope yu u chatGPT 💅🏻,5,2025-11-17 15:09:41,,99dbd9b1-d508-46e2-9db3-92fcfbd95894,positif
Zilanazzila 862,"apakah aplikasi ini sedang ada masalah? mengapa pada saat hendak login akun tidak bisa masuk padahal sebelumnya akun sudah pernah ada di dalam aplikasi. mengapa selalu tertulis kata ""playintegrity verification failed"" pada saat hendak login padahal jaringan baik-baik aja dan ga ada masalah",1,2025-11-17 15:07:37,,28016c58-5e83-4efc-96c7-3aae149dd620,negatif
fatah wandono,"bagus bgt,sangat membantu",1,2025-11-17 14:57:27,,b0acaa81-71ce-401e-87da-6f6e47b21442,negatif
Muhammad Imdadul khoir,"gabisa login,padahal mau kerjain tugas,masa hp ibuku bisa masuk cgpt,tpi aku nggak,ga adil banget🤬",1,2025-11-17 14:54:07,,94f9f7a0-55d0-48d2-b4be-f4d0c5ef96d8,negatif
khairul arul,"makin sini makin ngaco, gajelas jawabannya muter"" udh di jelasin masih aja pake jawaban yg salah dan ga sesuai",1,2025-11-17 14:52:43,,e0d7318f-b308-46a0-9e08-1416b2b2cc6a,negatif
Ummu Haidar,keren,5,2025-11-17 14:48:18,,8589e34c-5e76-4045-81ce-c1d2d90f0638,positif
eta sari,sangat membantu,5,2025-11-17 14:45:42,,8e33af8e-4539-474d-84d7-840134969d5c,positif
Numan Faisol Hakim,Good sangat membantu,5,2025-11-17 14:40:19,,a259d73c-04f2-4e6b-a968-c2e5e23a51fc,positif
Juniar Pita S,nothing. but is good,4,2025-11-17 14:39:01,,f09ed525-1994-4702-ab96-61e281cf91b8,positif
Joystore,Bagus banget bisa di ajak chat bareng,5,2025-11-17 14:32:41,,d5d06bd8-26b2-4e71-a050-455bab8209af,positif
Chendy Pratama,oke,4,2025-11-17 14:25:59,,854e1625-a8e5-4683-ba93-c47098acc3a2,positif
WARDIYONO chanel,keren memudahkan semua,5,2025-11-17 14:25:55,,1cba4714-176f-45c4-826c-d497dd87d962,positif
Naya Angraini,baguss,5,2025-11-17 14:24:44,,9c003796-d181-4645-98ac-3d2170b0b708,positif
Siti Hajar,kenapa harus d upgrade mulu sih udah gitu harus d uninstal dlu baru bisa d upgrade,1,2025-11-17 14:18:34,,2cd712ce-9df2-4c6a-ba79-c2b830808efa,negatif
Murniyusup2314,wow,5,2025-11-17 14:17:55,,8b56d9e4-762c-4f09-b0ee-f884d2b7fef5,positif
Bisma Negara,baik,5,2025-11-17 14:14:26,,39f95313-e610-412e-849e-59a98fd1c1eb,positif
Fdy,LUAR BIASA DAN SANGAT TERBANTU,5,2025-11-17 14:07:25,,696ca633-a2a2-437e-a8b3-ad39b1620e62,positif
Melvin Favian,bagus nemenin aku ketika kesepian tapi mohon ai nya diperbagus,5,2025-11-17 14:04:16,,0371be0a-ebbb-4f58-a5d6-943f9e73b78d,positif
LASKAR.REVOLUTION06,salah semua jawaban nya,1,2025-11-17 14:00:57,,e5315e51-3096-4d2f-b0c8-83d820b8c2d6,negatif
Ipong Mamahit,ini aplikasi sangat bagus,5,2025-11-17 13:55:07,,93b96b8d-e56d-4473-a3cb-61361cc990a5,positif
Mbak Nangim,luar biasa,5,2025-11-17 13:30:39,,818e3d1c-db03-4070-ba4d-45272b1a9293,positif
X Family,keter canggih,5,2025-11-17 13:29:28,,2eae143a-8133-43c4-b1b7-520e30bda308,positif
Cahya Ratatami,Sangat membantu,5,2025-11-17 13:25:26,,96887485-ec6b-4550-a094-4b6d9c2cc9e1,positif
Suaibatul Islamiah,sayang benget sama chat gpt,5,2025-11-17 13:24:43,,5fc1d74c-e178-45a5-9d2a-84f78337b940,positif
Fadli Ntiu,bagus banget ai nya,5,2025-11-17 13:23:22,,d5d90b6e-32e2-499f-be8a-4c9f69de8e28,positif
Pengguna Google,oke,5,2025-11-17 13:20:48,,e6300321-c0ca-4b50-90e8-ca26ac213a36,positif
Omo Aja,mantap,5,2025-11-17 13:01:45,,10ef73c1-c17f-4544-928c-268e724184f2,positif
Anindita Shabira,"awal awal sangat bermanfaat sih dalam membantu tugas sehari hari, tapi gaktau kenapa sekarang jadi oon banget harus diingetin satu-satu ga sepinter dulu, pls kadang bikin emosiii",3,2025-11-17 12:59:41,,c303301a-566b-462e-bf28-571120551d1b,netral
Ari Syamsul Hidayat Anshar,AI nya semakin pemalas gak mau generate teks lebih dari 6000 karakter. Makin dimuar ulang makin berkurang yang dia buat dan semakin keliru jawabannya.,1,2025-11-17 12:43:59,,1bf957cd-d4e0-417f-8607-27b6c07ada56,negatif
Pri Net,"tolong lebih simpan memori untuk jangka panjang ,untuk cerita panjang dan nyambung",5,2025-11-17 12:37:13,,2a148558-7e76-462d-9bac-a368f05790a9,positif
teja nurcahya,gak jelas,5,2025-11-17 12:33:37,,7f6fab2d-dfc4-4352-864b-ba4d2bab9374,positif
Henny Susanti,sangat bermanfaat,5,2025-11-17 12:31:33,,2a8ff977-1b09-43ab-b3c2-edddab321b09,positif
imam Gzz,apk lelet,1,2025-11-17 12:29:48,,9d610a03-15ff-4734-9a33-9f8230c88399,negatif
Ros Mita,sangatt membantu,5,2025-11-17 12:22:17,,e2ba54b1-8cd1-4461-8f2c-f01746b8cc76,positif
multiply solo,Membantu,4,2025-11-17 12:21:52,,ce94c9a3-b238-4233-b1e4-5d56436418b2,positif
Andika Kamesyara,hari ini tidak bisa chat di aplikasi.. apa ada masalah?,3,2025-11-17 12:14:32,,4e1393fe-29db-4869-bc97-9926a75dadf1,netral
putra pringgo,sangat membantu,5,2025-11-17 12:11:12,,fdc4b211-fc79-42bb-8c42-0286f51ab719,positif
rizlan raksayuda,"apknya udah mantap banget, simpel cara pakenya dan kadang minta bikinin gambar cuma ada tulisan ""gambar telah dibuat"" tau taunya di perpustakaannya tapi gpp lah, tingkatin terus",5,2025-11-17 12:11:04,,e645f74a-d6cd-4618-b182-24cd07c05fa2,positif
PakBhe,ok,5,2025-11-17 12:09:09,,283ff5a0-b1bd-424d-8e2e-4ecd1f5e3dfa,positif
Rawr Huhuy,bagus,5,2025-11-17 11:56:50,,71ddc4cb-4e0f-4697-9773-ede6033e2bcd,positif
Mike Lina,sangat membantu,5,2025-11-17 11:55:42,,91ba5d3b-d532-47e4-be37-091892a3b4d6,positif
Syamsuddin Noor,Helpfull,5,2025-11-17 11:53:01,,96800cf3-899e-4a27-8f3c-8b5a75018056,positif
dessy hartanty,"lumayan , membantu jg. bagus dan akurat",3,2025-11-17 11:50:11,,d7aee25f-abbd-4d67-aa69-1d952ed63439,netral
Rachellyn Ashfahani,aplikasi ini sangat membantu saya belajar,5,2025-11-17 11:47:47,,7e40d217-7ab8-41da-bdf0-032bcdc28cca,positif
DARUSSAKINAH INDONESIA,good,5,2025-11-17 11:39:34,,d9c4b792-df67-4e53-9795-cc1c2d1add97,positif
Pamungkassuci S.,"awalnya oke diarahkan kemampuannya macem2, tergiurlah sy paket pro, dah paket pro, penulisan ejaan pada membuatan design suka kurang tepat, So far cukup membantu dalam melakukan pekerjaan, saya kasih bintang 4 ya, smg smakin meningkat lagi",4,2025-11-17 11:38:47,,e222a73a-190c-439a-b383-a6a648cf1d44,positif
Gisela Robert,aplikasinya lumayan memuaskan kalau bisa dilengkapi dengan video,5,2025-11-17 11:34:45,,8df78cb7-e5ab-4c72-a965-aa0455216225,positif
Azzril Ferypratama,pertanyaan bagus,5,2025-11-17 11:29:11,,69a16b2c-c91b-4889-a9d4-ee21b86ff463,positif
Rus Tamaji,sangat membantu untuk mengerjakan soal yang sulit untuk di pahami.. dan sangat baik untuk siswa pelajar mau pun lainnyaa,5,2025-11-17 11:14:20,,ebccd992-1f07-430d-9370-ae785cca53af,positif
Rofiqotul Khusna,tiap hari masak harus update,1,2025-11-17 11:12:32,,3d268ae3-7219-4815-8545-14c0cf80f695,negatif
syurd art's,mantap,5,2025-11-17 11:12:01,,2e299c50-7d97-4d8f-968e-3d14bd431696,positif
tesalonika,semenjak update-an terbaru—respon dari ChatGPT semakin jelek & buruk. tolong sediakan fitur switch ke GPT-4o juga agar bisa switch ke berbagai versi.,2,2025-11-17 11:10:10,,00469946-2be0-4025-b52e-a5fbe15db0cd,negatif
Aykaitsah Kanzadiharja,besttybestttbestttt,5,2025-11-17 11:08:06,,bfbb440c-ad25-49aa-950e-7f70b7e06d6d,positif
zaskiyah septia,baik,1,2025-11-17 11:05:52,,b12c75ce-d9ca-4d40-be06-7b2b521c0d57,negatif
Muhammad Yamani,"Chat gpt sangat membantu buat saya edit video, mencari referensi ilmu ilmu saran yg saya tidak tau, Saya berterima kasih dan saya kasih bintang 5 langsung dan bagi teman 2 yg belum punya aplikasi chatGpT bisa download di play store atau AppStore 👍🏻",5,2025-11-17 11:00:53,,265752e0-3066-41e2-b5bf-04a78c00e1fb,positif
Quenza Penelope,keren banget aplikasi nya bisa bantu aku dan bisa di ajak ngobrol keren terimakasih,5,2025-11-17 10:52:39,,e77177e5-0773-4998-857e-b5c4486a01e7,positif
Ridwan Ruswanda,mantap banget,5,2025-11-17 10:48:29,,9d1eda8f-69d5-46b0-a449-c6426cab73cb,positif
Farhat Asy'ary,hasil gambar nya jelekk,1,2025-11-17 10:43:02,,6cfce925-92d6-4b5b-b6cf-a559aebbd190,negatif
Em Gaming,kerja bagus,5,2025-11-17 10:41:24,,cc3ede37-f29b-4e63-b927-a747761420e1,positif
Rayyen Seran,aplikasi cukup membantu saya minta gambar bener-bener mirip aplikasi sangat bermanfaat,5,2025-11-17 10:41:03,,a1c2abcc-228d-4da8-9743-21a4c9ae1467,positif
Jenab J,Baik,3,2025-11-17 10:38:15,,4ba0bbfa-7b73-4508-9b78-d18fabda2638,netral
Umi Maulidya,sangat memuaskan,4,2025-11-17 10:36:24,,4e6bbc05-cb10-46aa-9dc8-41094c99f6a7,positif
A.G.S Channel,sangat membantu,5,2025-11-17 10:28:26,,f74f8ad1-a3a2-4da2-ba0b-e02902388314,positif
Husain Kimati,bagus,5,2025-11-17 10:22:36,,e4f2c7b4-996e-4237-b9c1-9688cb3d9c96,positif
Sangde Marta,aplikasi bagus semua tugas bisa di selesaikan dengan benar,5,2025-11-17 10:21:40,,4e1cb680-7cb0-4836-9352-1f31118530bc,positif
indra ramadhan,aplikasi ngasih saran gk bener bikin susah ajah,1,2025-11-17 10:13:38,,e68d97c2-0cdc-43ac-90d7-ae4b5210e077,negatif
iksan hernandez,gak bisa log in pake google,3,2025-11-17 10:11:43,,32c4336e-7656-488d-9508-a33c63b73ba7,netral
Zul Ham,mantap,5,2025-11-17 09:59:01,,7c9dadbd-9358-4fe4-952d-431bed011c8e,positif
Ndai Sejoly,bagus,4,2025-11-17 09:52:22,,94e0cd73-ee23-4951-b2b5-51ecf266a339,positif
Tsukasa SAM,bagus ini cukup pintar untuk membantu masalah ringan kehidupan lu,4,2025-11-17 09:43:39,,655a6638-8120-45d2-8937-ac8e8c2e4629,positif
Robi Jamal,"busuk, gak bisa ngerangkum pdf",1,2025-11-17 09:41:35,,e7cc0523-ba68-4690-a3d6-620f916febbd,negatif
mariayasintha moghu,bagus sekali,5,2025-11-17 09:36:17,,eb66ffe3-d4d1-4f4e-9272-e0de62518093,positif
Amir Abdul Aziz,enak dan praktis,5,2025-11-17 09:23:19,,e392a398-1309-43e0-846e-6a39a8f7375d,positif
Kasro Maulana,ok,5,2025-11-17 09:19:21,,d3aec2a4-e502-4481-9b31-520d106d0651,positif
Andi Muhammad taufik,sangat bagus,5,2025-11-17 09:17:11,,b1d9476a-10e6-4006-ae08-2df47a33adb0,positif
explore selo,berguna dalam keseharian,5,2025-11-17 09:14:07,,15eb7fa2-12bb-4405-9dbe-d2d2fab208c8,positif
Patar Ridwanto,mantap dan sangat berkesan semoga kedepannya lebih baik lagi,5,2025-11-17 09:13:32,,f56fd738-9d21-4a71-a73d-4e53719b666d,positif
Nizar Ikhsan,pelit dalam memberi ruang foto,1,2025-11-17 09:12:12,,93befa30-e51f-40a6-becf-8ba8ea4e6cf4,negatif
Tofan Rudi,ayo ini bagus dan sangat membantu sekali,5,2025-11-17 09:06:27,,857774bf-6180-4fc0-98a5-3e2cf1caea4d,positif
Hendrik,mntap,5,2025-11-17 09:04:07,,5cf903de-c03e-4a23-969b-a1fb5c2a4afa,positif
Erni,"Hebat dan sangat membantu, dalam berbagai macam maslah atau soal dengan cepat dan praktis",5,2025-11-17 08:59:17,,c6fc5b8e-2101-4455-aacb-179c59a1c5a0,positif
Alessio Kenzie,Lebih pintar dari Google!,5,2025-11-17 08:58:25,,b9cc56f0-412e-4bae-9e4c-14be5833ef91,positif
Indra Sapouutra,ok,5,2025-11-17 08:58:02,,d5c0d3f6-a426-49e2-81f2-ea90e7676ab8,positif
emerjani satrio,bagus,5,2025-11-17 08:56:11,,e28c23ee-fe9a-4bb5-ad32-c431be52e7b6,positif
Yosia,bagus,5,2025-11-17 08:34:53,,5a7e47c3-a798-4ffc-a854-3e2bf361b1e5,positif
Muh ripan,sangat baik dan cepat,5,2025-11-17 08:27:17,,a951afd8-1943-47b8-8dec-7db9199bf197,positif
Berkah Bledug jagung99,Amazing,5,2025-11-17 08:24:16,,2c81c66e-9515-4760-b5e3-22dd6af7024b,positif
Riandy Putra (Rester),good,5,2025-11-17 08:22:35,,cd37f43b-75a5-434e-b711-d7cd7c8883c3,positif
Fadil Muhammad,ini bagus untuk menycontek pada ulangan di sekolah👍,5,2025-11-17 08:18:56,,bd602ad7-cd1b-4db9-b7ff-aa3aaf76dc68,positif
Matheus Gebze,sangat membantu,5,2025-11-17 08:18:52,,93b4f13a-1307-435e-a9c7-3f29f82bc037,positif
Faizal Bakrie,"Setelah update, kok tidak bisa nge-upload foto yaaa, muter-muter terus (loading)",4,2025-11-17 08:18:19,,16ee3ffb-2b89-4c72-a1b3-a3184fa02888,positif
sulis tiawan,sangat membantu,5,2025-11-17 08:15:16,,dd32d1f4-de0c-4e0b-9659-ff8aa5ab2311,positif
Putra Ilyasa 27,sangat membantu,5,2025-11-17 08:11:40,,33d45899-8218-45ac-a4e2-0bedcc8bac50,positif
Asrofi Asrofi,apakah ini berbayar... sepertinya lebih pintar dari manusi dalam hal lain..,5,2025-11-17 08:07:18,,e0753dc2-b7d1-460c-a509-de1bc3f5d866,positif
Abdul Rahman Rahman,good,5,2025-11-17 08:06:57,,1e48d070-808a-4009-8063-7f5128de5432,positif
Edi Edi,nice,5,2025-11-17 08:01:11,,4121dc1b-065a-4c35-b167-9b837b87535c,positif
Uki Rohil,ok banget,5,2025-11-17 08:00:45,,cb7973be-04ce-4625-8c30-07cab3350193,positif
dimas chaerul imam,mudah digunakan,5,2025-11-17 07:59:20,,8c7915cd-b1ec-459e-b76a-6da88883c29b,positif
herizal herizal,tidak bisa dipakai,1,2025-11-17 07:57:07,,7ebb949e-5ce3-41f1-bafe-5e06d054e6d5,negatif
fifnissforever,pembodohan,1,2025-11-17 07:56:40,,41b74071-9ac0-4a54-b85e-abafea3cbeb2,negatif
Aplonia Tona,luar biasa,4,2025-11-17 07:50:45,,d435f12c-6729-48cb-a3f7-3ec19840833e,positif
An Jeli dalam,bintang,5,2025-11-17 07:49:22,,e808a3cb-2acf-4aa5-af9e-57facbd4d20b,positif
baihaqi alfarizi,apk terbaik di dunia,5,2025-11-17 07:40:36,,f210b3e5-39cd-4111-97a5-36add7f93e5f,positif
Poco Dua,bagus,5,2025-11-17 07:32:08,,5ab343dc-6724-4377-97c3-9ae92d518cfa,positif
Fadil Kadavi,terlalu banyak yang dipotong atau belum selesai generate tapi udah kehapus duluan,1,2025-11-17 07:31:10,,f5ec9f89-9b67-4bed-ad7d-dec03e514e96,negatif
Guna Agil,Amazing,5,2025-11-17 07:29:51,,d194b1af-69ba-44d6-8239-4e37ba66dcd4,positif
ANDI NASRULAN,pencarian lebih cepat,5,2025-11-17 07:27:18,,4128d1fa-4c3b-43e7-92f0-28f676a5f3cf,positif
Catrin Jocelyn nababan,BAGUUUSSS BGTTTTT,5,2025-11-17 07:12:50,,830e1b30-00d6-459d-9f20-1892643ecd80,positif
Kakang Mas,luar biasa,5,2025-11-17 07:12:01,,c68deadd-c409-4d17-8f8a-c70b3a924913,positif
Martunis355 Nis,sangat membantu,5,2025-11-17 07:09:50,,7806a2c7-ce81-4c76-a175-2823e6a8777f,positif
